Remark,Title=CSV File
Remark,Date=2026-4-23-13:41:3.93
Remark,Version=Ver3.1
Remark,PLC Name=LSPLC
Remark,CPU Type=XGI-CPUUN
Remark,EIP GUID=e409e8f1-f05b-43de-b79a-1fe0b8b320d2
Remark,EIP OnlineWrite=0
Tag,Flag\HighSpeedLink\3_59,"_HS3_ERR059",%LX2075,"BOOL",,"고속링크 3번 059번 블록 국의 운전 에러 모드"
Tag,Flag\HighSpeedLink\3_59,"_HS3_SETBLOCK059",%LX2203,"BOOL",,"고속링크 3번 059번 블록 설정 표시"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\HighSpeedLink\3_60,"_HS3_RLINK",%LX1600,"BOOL",,"고속 링크 3번의 모든 국 정상 동작"
Tag,Flag\HighSpeedLink\3_60,"_HS3_LTRBL",%LX1601,"BOOL",,"_HS3RLINK ON 이후 비정상 상태 표시"
Tag,Flag\HighSpeedLink\3_60,"_HS3_STATE060",%LX1692,"BOOL",,"고속링크 3번 060번 블록의 종합적 상태 표시"
Tag,Flag\HighSpeedLink\3_60,"_HS3_MOD060",%LX1820,"BOOL",,"고속링크 3번 060번 블록 국의 런 운전 모드"
Tag,Flag\HighSpeedLink\3_60,"_HS3_TRX060",%LX1948,"BOOL",,"고속링크 3번 060번 블록 국과 정상 통신 표시"
Tag,Flag\HighSpeedLink\3_60,"_HS3_ERR060",%LX2076,"BOOL",,"고속링크 3번 060번 블록 국의 운전 에러 모드"
Tag,Flag\HighSpeedLink\3_60,"_HS3_SETBLOCK060",%LX2204,"BOOL",,"고속링크 3번 060번 블록 설정 표시"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\HighSpeedLink\3_61,"_HS3_RLINK",%LX1600,"BOOL",,"고속 링크 3번의 모든 국 정상 동작"
Tag,Flag\HighSpeedLink\3_61,"_HS3_LTRBL",%LX1601,"BOOL",,"_HS3RLINK ON 이후 비정상 상태 표시"
Tag,Flag\HighSpeedLink\3_61,"_HS3_STATE061",%LX1693,"BOOL",,"고속링크 3번 061번 블록의 종합적 상태 표시"
Tag,Flag\HighSpeedLink\3_61,"_HS3_MOD061",%LX1821,"BOOL",,"고속링크 3번 061번 블록 국의 런 운전 모드"
Tag,Flag\HighSpeedLink\3_61,"_HS3_TRX061",%LX1949,"BOOL",,"고속링크 3번 061번 블록 국과 정상 통신 표시"
Tag,Flag\HighSpeedLink\3_61,"_HS3_ERR061",%LX2077,"BOOL",,"고속링크 3번 061번 블록 국의 운전 에러 모드"
Tag,Flag\HighSpeedLink\3_61,"_HS3_SETBLOCK061",%LX2205,"BOOL",,"고속링크 3번 061번 블록 설정 표시"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\HighSpeedLink\3_62,"_HS3_RLINK",%LX1600,"BOOL",,"고속 링크 3번의 모든 국 정상 동작"
Tag,Flag\HighSpeedLink\3_62,"_HS3_LTRBL",%LX1601,"BOOL",,"_HS3RLINK ON 이후 비정상 상태 표시"
Tag,Flag\HighSpeedLink\3_62,"_HS3_STATE062",%LX1694,"BOOL",,"고속링크 3번 062번 블록의 종합적 상태 표시"
Tag,Flag\HighSpeedLink\3_62,"_HS3_MOD062",%LX1822,"BOOL",,"고속링크 3번 062번 블록 국의 런 운전 모드"
Tag,Flag\HighSpeedLink\3_62,"_HS3_TRX062",%LX1950,"BOOL",,"고속링크 3번 062번 블록 국과 정상 통신 표시"
Tag,Flag\HighSpeedLink\3_62,"_HS3_ERR062",%LX2078,"BOOL",,"고속링크 3번 062번 블록 국의 운전 에러 모드"
Tag,Flag\HighSpeedLink\3_62,"_HS3_SETBLOCK062",%LX2206,"BOOL",,"고속링크 3번 062번 블록 설정 표시"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\HighSpeedLink\3_63,"_HS3_RLINK",%LX1600,"BOOL",,"고속 링크 3번의 모든 국 정상 동작"
Tag,Flag\HighSpeedLink\3_63,"_HS3_LTRBL",%LX1601,"BOOL",,"_HS3RLINK ON 이후 비정상 상태 표시"
Tag,Flag\HighSpeedLink\3_63,"_HS3_STATE063",%LX1695,"BOOL",,"고속링크 3번 063번 블록의 종합적 상태 표시"
Tag,Flag\HighSpeedLink\3_63,"_HS3_MOD063",%LX1823,"BOOL",,"고속링크 3번 063번 블록 국의 런 운전 모드"
Tag,Flag\HighSpeedLink\3_63,"_HS3_TRX063",%LX1951,"BOOL",,"고속링크 3번 063번 블록 국과 정상 통신 표시"
Tag,Flag\HighSpeedLink\3_63,"_HS3_ERR063",%LX2079,"BOOL",,"고속링크 3번 063번 블록 국의 운전 에러 모드"
Tag,Flag\HighSpeedLink\3_63,"_HS3_SETBLOCK063",%LX2207,"BOOL",,"고속링크 3번 063번 블록 설정 표시"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\HighSpeedLink\3_64,"_HS3_RLINK",%LX1600,"BOOL",,"고속 링크 3번의 모든 국 정상 동작"
Tag,Flag\HighSpeedLink\3_64,"_HS3_LTRBL",%LX1601,"BOOL",,"_HS3RLINK ON 이후 비정상 상태 표시"
Tag,Flag\HighSpeedLink\3_64,"_HS3_STATE064",%LX1696,"BOOL",,"고속링크 3번 064번 블록의 종합적 상태 표시"
Tag,Flag\HighSpeedLink\3_64,"_HS3_MOD064",%LX1824,"BOOL",,"고속링크 3번 064번 블록 국의 런 운전 모드"
Tag,Flag\HighSpeedLink\3_64,"_HS3_TRX064",%LX1952,"BOOL",,"고속링크 3번 064번 블록 국과 정상 통신 표시"
Tag,Flag\HighSpeedLink\3_64,"_HS3_ERR064",%LX2080,"BOOL",,"고속링크 3번 064번 블록 국의 운전 에러 모드"
Tag,Flag\HighSpeedLink\3_64,"_HS3_SETBLOCK064",%LX2208,"BOOL",,"고속링크 3번 064번 블록 설정 표시"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\HighSpeedLink\3_65,"_HS3_RLINK",%LX1600,"BOOL",,"고속 링크 3번의 모든 국 정상 동작"
Tag,Flag\HighSpeedLink\3_65,"_HS3_LTRBL",%LX1601,"BOOL",,"_HS3RLINK ON 이후 비정상 상태 표시"
Tag,Flag\HighSpeedLink\3_65,"_HS3_STATE065",%LX1697,"BOOL",,"고속링크 3번 065번 블록의 종합적 상태 표시"
Tag,Flag\HighSpeedLink\3_65,"_HS3_MOD065",%LX1825,"BOOL",,"고속링크 3번 065번 블록 국의 런 운전 모드"
Tag,Flag\HighSpeedLink\3_65,"_HS3_TRX065",%LX1953,"BOOL",,"고속링크 3번 065번 블록 국과 정상 통신 표시"
Tag,Flag\HighSpeedLink\3_65,"_HS3_ERR065",%LX2081,"BOOL",,"고속링크 3번 065번 블록 국의 운전 에러 모드"
Tag,Flag\HighSpeedLink\3_65,"_HS3_SETBLOCK065",%LX2209,"BOOL",,"고속링크 3번 065번 블록 설정 표시"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\HighSpeedLink\3_66,"_HS3_RLINK",%LX1600,"BOOL",,"고속 링크 3번의 모든 국 정상 동작"
Tag,Flag\HighSpeedLink\3_66,"_HS3_LTRBL",%LX1601,"BOOL",,"_HS3RLINK ON 이후 비정상 상태 표시"
Tag,Flag\HighSpeedLink\3_66,"_HS3_STATE066",%LX1698,"BOOL",,"고속링크 3번 066번 블록의 종합적 상태 표시"
Tag,Flag\HighSpeedLink\3_66,"_HS3_MOD066",%LX1826,"BOOL",,"고속링크 3번 066번 블록 국의 런 운전 모드"
Tag,Flag\HighSpeedLink\3_66,"_HS3_TRX066",%LX1954,"BOOL",,"고속링크 3번 066번 블록 국과 정상 통신 표시"
Tag,Flag\HighSpeedLink\3_66,"_HS3_ERR066",%LX2082,"BOOL",,"고속링크 3번 066번 블록 국의 운전 에러 모드"
Tag,Flag\HighSpeedLink\3_66,"_HS3_SETBLOCK066",%LX2210,"BOOL",,"고속링크 3번 066번 블록 설정 표시"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\HighSpeedLink\3_67,"_HS3_RLINK",%LX1600,"BOOL",,"고속 링크 3번의 모든 국 정상 동작"
Tag,Flag\HighSpeedLink\3_67,"_HS3_LTRBL",%LX1601,"BOOL",,"_HS3RLINK ON 이후 비정상 상태 표시"
Tag,Flag\HighSpeedLink\3_67,"_HS3_STATE067",%LX1699,"BOOL",,"고속링크 3번 067번 블록의 종합적 상태 표시"
Tag,Flag\HighSpeedLink\3_67,"_HS3_MOD067",%LX1827,"BOOL",,"고속링크 3번 067번 블록 국의 런 운전 모드"
Tag,Flag\HighSpeedLink\3_67,"_HS3_TRX067",%LX1955,"BOOL",,"고속링크 3번 067번 블록 국과 정상 통신 표시"
Tag,Flag\HighSpeedLink\3_67,"_HS3_ERR067",%LX2083,"BOOL",,"고속링크 3번 067번 블록 국의 운전 에러 모드"
Tag,Flag\HighSpeedLink\3_67,"_HS3_SETBLOCK067",%LX2211,"BOOL",,"고속링크 3번 067번 블록 설정 표시"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\HighSpeedLink\3_68,"_HS3_RLINK",%LX1600,"BOOL",,"고속 링크 3번의 모든 국 정상 동작"
Tag,Flag\HighSpeedLink\3_68,"_HS3_LTRBL",%LX1601,"BOOL",,"_HS3RLINK ON 이후 비정상 상태 표시"
Tag,Flag\HighSpeedLink\3_68,"_HS3_STATE068",%LX1700,"BOOL",,"고속링크 3번 068번 블록의 종합적 상태 표시"
Tag,Flag\HighSpeedLink\3_68,"_HS3_MOD068",%LX1828,"BOOL",,"고속링크 3번 068번 블록 국의 런 운전 모드"
Tag,Flag\HighSpeedLink\3_68,"_HS3_TRX068",%LX1956,"BOOL",,"고속링크 3번 068번 블록 국과 정상 통신 표시"
Tag,Flag\HighSpeedLink\3_68,"_HS3_ERR068",%LX2084,"BOOL",,"고속링크 3번 068번 블록 국의 운전 에러 모드"
Tag,Flag\HighSpeedLink\3_68,"_HS3_SETBLOCK068",%LX2212,"BOOL",,"고속링크 3번 068번 블록 설정 표시"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\HighSpeedLink\3_69,"_HS3_RLINK",%LX1600,"BOOL",,"고속 링크 3번의 모든 국 정상 동작"
Tag,Flag\HighSpeedLink\3_69,"_HS3_LTRBL",%LX1601,"BOOL",,"_HS3RLINK ON 이후 비정상 상태 표시"
Tag,Flag\HighSpeedLink\3_69,"_HS3_STATE069",%LX1701,"BOOL",,"고속링크 3번 069번 블록의 종합적 상태 표시"
Tag,Flag\HighSpeedLink\3_69,"_HS3_MOD069",%LX1829,"BOOL",,"고속링크 3번 069번 블록 국의 런 운전 모드"
Tag,Flag\HighSpeedLink\3_69,"_HS3_TRX069",%LX1957,"BOOL",,"고속링크 3번 069번 블록 국과 정상 통신 표시"
Tag,Flag\HighSpeedLink\3_69,"_HS3_ERR069",%LX2085,"BOOL",,"고속링크 3번 069번 블록 국의 운전 에러 모드"
Tag,Flag\HighSpeedLink\3_69,"_HS3_SETBLOCK069",%LX2213,"BOOL",,"고속링크 3번 069번 블록 설정 표시"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\HighSpeedLink\3_70,"_HS3_RLINK",%LX1600,"BOOL",,"고속 링크 3번의 모든 국 정상 동작"
Tag,Flag\HighSpeedLink\3_70,"_HS3_LTRBL",%LX1601,"BOOL",,"_HS3RLINK ON 이후 비정상 상태 표시"
Tag,Flag\HighSpeedLink\3_70,"_HS3_STATE070",%LX1702,"BOOL",,"고속링크 3번 070번 블록의 종합적 상태 표시"
Tag,Flag\HighSpeedLink\3_70,"_HS3_MOD070",%LX1830,"BOOL",,"고속링크 3번 070번 블록 국의 런 운전 모드"
Tag,Flag\HighSpeedLink\3_70,"_HS3_TRX070",%LX1958,"BOOL",,"고속링크 3번 070번 블록 국과 정상 통신 표시"
Tag,Flag\HighSpeedLink\3_70,"_HS3_ERR070",%LX2086,"BOOL",,"고속링크 3번 070번 블록 국의 운전 에러 모드"
Tag,Flag\HighSpeedLink\3_70,"_HS3_SETBLOCK070",%LX2214,"BOOL",,"고속링크 3번 070번 블록 설정 표시"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\HighSpeedLink\3_71,"_HS3_RLINK",%LX1600,"BOOL",,"고속 링크 3번의 모든 국 정상 동작"
Tag,Flag\HighSpeedLink\3_71,"_HS3_LTRBL",%LX1601,"BOOL",,"_HS3RLINK ON 이후 비정상 상태 표시"
Tag,Flag\HighSpeedLink\3_71,"_HS3_STATE071",%LX1703,"BOOL",,"고속링크 3번 071번 블록의 종합적 상태 표시"
Tag,Flag\HighSpeedLink\3_71,"_HS3_MOD071",%LX1831,"BOOL",,"고속링크 3번 071번 블록 국의 런 운전 모드"
Tag,Flag\HighSpeedLink\3_71,"_HS3_TRX071",%LX1959,"BOOL",,"고속링크 3번 071번 블록 국과 정상 통신 표시"
Tag,Flag\HighSpeedLink\3_71,"_HS3_ERR071",%LX2087,"BOOL",,"고속링크 3번 071번 블록 국의 운전 에러 모드"
Tag,Flag\HighSpeedLink\3_71,"_HS3_SETBLOCK071",%LX2215,"BOOL",,"고속링크 3번 071번 블록 설정 표시"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\HighSpeedLink\3_72,"_HS3_RLINK",%LX1600,"BOOL",,"고속 링크 3번의 모든 국 정상 동작"
Tag,Flag\HighSpeedLink\3_72,"_HS3_LTRBL",%LX1601,"BOOL",,"_HS3RLINK ON 이후 비정상 상태 표시"
Tag,Flag\HighSpeedLink\3_72,"_HS3_STATE072",%LX1704,"BOOL",,"고속링크 3번 072번 블록의 종합적 상태 표시"
Tag,Flag\HighSpeedLink\3_72,"_HS3_MOD072",%LX1832,"BOOL",,"고속링크 3번 072번 블록 국의 런 운전 모드"
Tag,Flag\HighSpeedLink\3_72,"_HS3_TRX072",%LX1960,"BOOL",,"고속링크 3번 072번 블록 국과 정상 통신 표시"
Tag,Flag\HighSpeedLink\3_72,"_HS3_ERR072",%LX2088,"BOOL",,"고속링크 3번 072번 블록 국의 운전 에러 모드"
Tag,Flag\HighSpeedLink\3_72,"_HS3_SETBLOCK072",%LX2216,"BOOL",,"고속링크 3번 072번 블록 설정 표시"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\HighSpeedLink\3_73,"_HS3_RLINK",%LX1600,"BOOL",,"고속 링크 3번의 모든 국 정상 동작"
Tag,Flag\HighSpeedLink\3_73,"_HS3_LTRBL",%LX1601,"BOOL",,"_HS3RLINK ON 이후 비정상 상태 표시"
Tag,Flag\HighSpeedLink\3_73,"_HS3_STATE073",%LX1705,"BOOL",,"고속링크 3번 073번 블록의 종합적 상태 표시"
Tag,Flag\HighSpeedLink\3_73,"_HS3_MOD073",%LX1833,"BOOL",,"고속링크 3번 073번 블록 국의 런 운전 모드"
Tag,Flag\HighSpeedLink\3_73,"_HS3_TRX073",%LX1961,"BOOL",,"고속링크 3번 073번 블록 국과 정상 통신 표시"
Tag,Flag\HighSpeedLink\3_73,"_HS3_ERR073",%LX2089,"BOOL",,"고속링크 3번 073번 블록 국의 운전 에러 모드"
Tag,Flag\HighSpeedLink\3_73,"_HS3_SETBLOCK073",%LX2217,"BOOL",,"고속링크 3번 073번 블록 설정 표시"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\HighSpeedLink\3_74,"_HS3_RLINK",%LX1600,"BOOL",,"고속 링크 3번의 모든 국 정상 동작"
Tag,Flag\HighSpeedLink\3_74,"_HS3_LTRBL",%LX1601,"BOOL",,"_HS3RLINK ON 이후 비정상 상태 표시"
Tag,Flag\HighSpeedLink\3_74,"_HS3_STATE074",%LX1706,"BOOL",,"고속링크 3번 074번 블록의 종합적 상태 표시"
Tag,Flag\HighSpeedLink\3_74,"_HS3_MOD074",%LX1834,"BOOL",,"고속링크 3번 074번 블록 국의 런 운전 모드"
Tag,Flag\HighSpeedLink\3_74,"_HS3_TRX074",%LX1962,"BOOL",,"고속링크 3번 074번 블록 국과 정상 통신 표시"
Tag,Flag\HighSpeedLink\3_74,"_HS3_ERR074",%LX2090,"BOOL",,"고속링크 3번 074번 블록 국의 운전 에러 모드"
Tag,Flag\HighSpeedLink\3_74,"_HS3_SETBLOCK074",%LX2218,"BOOL",,"고속링크 3번 074번 블록 설정 표시"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\HighSpeedLink\3_75,"_HS3_RLINK",%LX1600,"BOOL",,"고속 링크 3번의 모든 국 정상 동작"
Tag,Flag\HighSpeedLink\3_75,"_HS3_LTRBL",%LX1601,"BOOL",,"_HS3RLINK ON 이후 비정상 상태 표시"
Tag,Flag\HighSpeedLink\3_75,"_HS3_STATE075",%LX1707,"BOOL",,"고속링크 3번 075번 블록의 종합적 상태 표시"
Tag,Flag\HighSpeedLink\3_75,"_HS3_MOD075",%LX1835,"BOOL",,"고속링크 3번 075번 블록 국의 런 운전 모드"
Tag,Flag\HighSpeedLink\3_75,"_HS3_TRX075",%LX1963,"BOOL",,"고속링크 3번 075번 블록 국과 정상 통신 표시"
Tag,Flag\HighSpeedLink\3_75,"_HS3_ERR075",%LX2091,"BOOL",,"고속링크 3번 075번 블록 국의 운전 에러 모드"
Tag,Flag\HighSpeedLink\3_75,"_HS3_SETBLOCK075",%LX2219,"BOOL",,"고속링크 3번 075번 블록 설정 표시"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\HighSpeedLink\3_76,"_HS3_RLINK",%LX1600,"BOOL",,"고속 링크 3번의 모든 국 정상 동작"
Tag,Flag\HighSpeedLink\3_76,"_HS3_LTRBL",%LX1601,"BOOL",,"_HS3RLINK ON 이후 비정상 상태 표시"
Tag,Flag\HighSpeedLink\3_76,"_HS3_STATE076",%LX1708,"BOOL",,"고속링크 3번 076번 블록의 종합적 상태 표시"
Tag,Flag\HighSpeedLink\3_76,"_HS3_MOD076",%LX1836,"BOOL",,"고속링크 3번 076번 블록 국의 런 운전 모드"
Tag,Flag\HighSpeedLink\3_76,"_HS3_TRX076",%LX1964,"BOOL",,"고속링크 3번 076번 블록 국과 정상 통신 표시"
Tag,Flag\HighSpeedLink\3_76,"_HS3_ERR076",%LX2092,"BOOL",,"고속링크 3번 076번 블록 국의 운전 에러 모드"
Tag,Flag\HighSpeedLink\3_76,"_HS3_SETBLOCK076",%LX2220,"BOOL",,"고속링크 3번 076번 블록 설정 표시"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\HighSpeedLink\3_77,"_HS3_RLINK",%LX1600,"BOOL",,"고속 링크 3번의 모든 국 정상 동작"
Tag,Flag\HighSpeedLink\3_77,"_HS3_LTRBL",%LX1601,"BOOL",,"_HS3RLINK ON 이후 비정상 상태 표시"
Tag,Flag\HighSpeedLink\3_77,"_HS3_STATE077",%LX1709,"BOOL",,"고속링크 3번 077번 블록의 종합적 상태 표시"
Tag,Flag\HighSpeedLink\3_77,"_HS3_MOD077",%LX1837,"BOOL",,"고속링크 3번 077번 블록 국의 런 운전 모드"
Tag,Flag\HighSpeedLink\3_77,"_HS3_TRX077",%LX1965,"BOOL",,"고속링크 3번 077번 블록 국과 정상 통신 표시"
Tag,Flag\HighSpeedLink\3_77,"_HS3_ERR077",%LX2093,"BOOL",,"고속링크 3번 077번 블록 국의 운전 에러 모드"
Tag,Flag\HighSpeedLink\3_77,"_HS3_SETBLOCK077",%LX2221,"BOOL",,"고속링크 3번 077번 블록 설정 표시"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\HighSpeedLink\3_78,"_HS3_RLINK",%LX1600,"BOOL",,"고속 링크 3번의 모든 국 정상 동작"
Tag,Flag\HighSpeedLink\3_78,"_HS3_LTRBL",%LX1601,"BOOL",,"_HS3RLINK ON 이후 비정상 상태 표시"
Tag,Flag\HighSpeedLink\3_78,"_HS3_STATE078",%LX1710,"BOOL",,"고속링크 3번 078번 블록의 종합적 상태 표시"
Tag,Flag\HighSpeedLink\3_78,"_HS3_MOD078",%LX1838,"BOOL",,"고속링크 3번 078번 블록 국의 런 운전 모드"
Tag,Flag\HighSpeedLink\3_78,"_HS3_TRX078",%LX1966,"BOOL",,"고속링크 3번 078번 블록 국과 정상 통신 표시"
Tag,Flag\HighSpeedLink\3_78,"_HS3_ERR078",%LX2094,"BOOL",,"고속링크 3번 078번 블록 국의 운전 에러 모드"
Tag,Flag\HighSpeedLink\3_78,"_HS3_SETBLOCK078",%LX2222,"BOOL",,"고속링크 3번 078번 블록 설정 표시"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\HighSpeedLink\3_79,"_HS3_RLINK",%LX1600,"BOOL",,"고속 링크 3번의 모든 국 정상 동작"
Tag,Flag\HighSpeedLink\3_79,"_HS3_LTRBL",%LX1601,"BOOL",,"_HS3RLINK ON 이후 비정상 상태 표시"
Tag,Flag\HighSpeedLink\3_79,"_HS3_STATE079",%LX1711,"BOOL",,"고속링크 3번 079번 블록의 종합적 상태 표시"
Tag,Flag\HighSpeedLink\3_79,"_HS3_MOD079",%LX1839,"BOOL",,"고속링크 3번 079번 블록 국의 런 운전 모드"
Tag,Flag\HighSpeedLink\3_79,"_HS3_TRX079",%LX1967,"BOOL",,"고속링크 3번 079번 블록 국과 정상 통신 표시"
Tag,Flag\HighSpeedLink\3_79,"_HS3_ERR079",%LX2095,"BOOL",,"고속링크 3번 079번 블록 국의 운전 에러 모드"
Tag,Flag\HighSpeedLink\3_79,"_HS3_SETBLOCK079",%LX2223,"BOOL",,"고속링크 3번 079번 블록 설정 표시"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\HighSpeedLink\3_80,"_HS3_RLINK",%LX1600,"BOOL",,"고속 링크 3번의 모든 국 정상 동작"
Tag,Flag\HighSpeedLink\3_80,"_HS3_LTRBL",%LX1601,"BOOL",,"_HS3RLINK ON 이후 비정상 상태 표시"
Tag,Flag\HighSpeedLink\3_80,"_HS3_STATE080",%LX1712,"BOOL",,"고속링크 3번 080번 블록의 종합적 상태 표시"
Tag,Flag\HighSpeedLink\3_80,"_HS3_MOD080",%LX1840,"BOOL",,"고속링크 3번 080번 블록 국의 런 운전 모드"
Tag,Flag\HighSpeedLink\3_80,"_HS3_TRX080",%LX1968,"BOOL",,"고속링크 3번 080번 블록 국과 정상 통신 표시"
Tag,Flag\HighSpeedLink\3_80,"_HS3_ERR080",%LX2096,"BOOL",,"고속링크 3번 080번 블록 국의 운전 에러 모드"
Tag,Flag\HighSpeedLink\3_80,"_HS3_SETBLOCK080",%LX2224,"BOOL",,"고속링크 3번 080번 블록 설정 표시"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\HighSpeedLink\3_81,"_HS3_RLINK",%LX1600,"BOOL",,"고속 링크 3번의 모든 국 정상 동작"
Tag,Flag\HighSpeedLink\3_81,"_HS3_LTRBL",%LX1601,"BOOL",,"_HS3RLINK ON 이후 비정상 상태 표시"
Tag,Flag\HighSpeedLink\3_81,"_HS3_STATE081",%LX1713,"BOOL",,"고속링크 3번 081번 블록의 종합적 상태 표시"
Tag,Flag\HighSpeedLink\3_81,"_HS3_MOD081",%LX1841,"BOOL",,"고속링크 3번 081번 블록 국의 런 운전 모드"
Tag,Flag\HighSpeedLink\3_81,"_HS3_TRX081",%LX1969,"BOOL",,"고속링크 3번 081번 블록 국과 정상 통신 표시"
Tag,Flag\HighSpeedLink\3_81,"_HS3_ERR081",%LX2097,"BOOL",,"고속링크 3번 081번 블록 국의 운전 에러 모드"
Tag,Flag\HighSpeedLink\3_81,"_HS3_SETBLOCK081",%LX2225,"BOOL",,"고속링크 3번 081번 블록 설정 표시"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\HighSpeedLink\3_82,"_HS3_RLINK",%LX1600,"BOOL",,"고속 링크 3번의 모든 국 정상 동작"
Tag,Flag\HighSpeedLink\3_82,"_HS3_LTRBL",%LX1601,"BOOL",,"_HS3RLINK ON 이후 비정상 상태 표시"
Tag,Flag\HighSpeedLink\3_82,"_HS3_STATE082",%LX1714,"BOOL",,"고속링크 3번 082번 블록의 종합적 상태 표시"
Tag,Flag\HighSpeedLink\3_82,"_HS3_MOD082",%LX1842,"BOOL",,"고속링크 3번 082번 블록 국의 런 운전 모드"
Tag,Flag\HighSpeedLink\3_82,"_HS3_TRX082",%LX1970,"BOOL",,"고속링크 3번 082번 블록 국과 정상 통신 표시"
Tag,Flag\HighSpeedLink\3_82,"_HS3_ERR082",%LX2098,"BOOL",,"고속링크 3번 082번 블록 국의 운전 에러 모드"
Tag,Flag\HighSpeedLink\3_82,"_HS3_SETBLOCK082",%LX2226,"BOOL",,"고속링크 3번 082번 블록 설정 표시"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\HighSpeedLink\3_83,"_HS3_RLINK",%LX1600,"BOOL",,"고속 링크 3번의 모든 국 정상 동작"
Tag,Flag\HighSpeedLink\3_83,"_HS3_LTRBL",%LX1601,"BOOL",,"_HS3RLINK ON 이후 비정상 상태 표시"
Tag,Flag\HighSpeedLink\3_83,"_HS3_STATE083",%LX1715,"BOOL",,"고속링크 3번 083번 블록의 종합적 상태 표시"
Tag,Flag\HighSpeedLink\3_83,"_HS3_MOD083",%LX1843,"BOOL",,"고속링크 3번 083번 블록 국의 런 운전 모드"
Tag,Flag\HighSpeedLink\3_83,"_HS3_TRX083",%LX1971,"BOOL",,"고속링크 3번 083번 블록 국과 정상 통신 표시"
Tag,Flag\HighSpeedLink\3_83,"_HS3_ERR083",%LX2099,"BOOL",,"고속링크 3번 083번 블록 국의 운전 에러 모드"
Tag,Flag\HighSpeedLink\3_83,"_HS3_SETBLOCK083",%LX2227,"BOOL",,"고속링크 3번 083번 블록 설정 표시"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\HighSpeedLink\3_84,"_HS3_RLINK",%LX1600,"BOOL",,"고속 링크 3번의 모든 국 정상 동작"
Tag,Flag\HighSpeedLink\3_84,"_HS3_LTRBL",%LX1601,"BOOL",,"_HS3RLINK ON 이후 비정상 상태 표시"
Tag,Flag\HighSpeedLink\3_84,"_HS3_STATE084",%LX1716,"BOOL",,"고속링크 3번 084번 블록의 종합적 상태 표시"
Tag,Flag\HighSpeedLink\3_84,"_HS3_MOD084",%LX1844,"BOOL",,"고속링크 3번 084번 블록 국의 런 운전 모드"
Tag,Flag\HighSpeedLink\3_84,"_HS3_TRX084",%LX1972,"BOOL",,"고속링크 3번 084번 블록 국과 정상 통신 표시"
Tag,Flag\HighSpeedLink\3_84,"_HS3_ERR084",%LX2100,"BOOL",,"고속링크 3번 084번 블록 국의 운전 에러 모드"
Tag,Flag\HighSpeedLink\3_84,"_HS3_SETBLOCK084",%LX2228,"BOOL",,"고속링크 3번 084번 블록 설정 표시"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\HighSpeedLink\3_85,"_HS3_RLINK",%LX1600,"BOOL",,"고속 링크 3번의 모든 국 정상 동작"
Tag,Flag\HighSpeedLink\3_85,"_HS3_LTRBL",%LX1601,"BOOL",,"_HS3RLINK ON 이후 비정상 상태 표시"
Tag,Flag\HighSpeedLink\3_85,"_HS3_STATE085",%LX1717,"BOOL",,"고속링크 3번 085번 블록의 종합적 상태 표시"
Tag,Flag\HighSpeedLink\3_85,"_HS3_MOD085",%LX1845,"BOOL",,"고속링크 3번 085번 블록 국의 런 운전 모드"
Tag,Flag\HighSpeedLink\3_85,"_HS3_TRX085",%LX1973,"BOOL",,"고속링크 3번 085번 블록 국과 정상 통신 표시"
Tag,Flag\HighSpeedLink\3_85,"_HS3_ERR085",%LX2101,"BOOL",,"고속링크 3번 085번 블록 국의 운전 에러 모드"
Tag,Flag\HighSpeedLink\3_85,"_HS3_SETBLOCK085",%LX2229,"BOOL",,"고속링크 3번 085번 블록 설정 표시"
Type,Scope,Variable,Address,DataType,Property,Comment
