Remark,Title=CSV File
Remark,Date=2026-4-23-13:41:3.93
Remark,Version=Ver3.1
Remark,PLC Name=LSPLC
Remark,CPU Type=XGI-CPUUN
Remark,EIP GUID=e409e8f1-f05b-43de-b79a-1fe0b8b320d2
Remark,EIP OnlineWrite=0
Tag,Flag\PID\0_16,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_16,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_16,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_16,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_16,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_16,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_16,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\PID\0_17,"_PID0_17MAN",%KX17,"BOOL",,"PID 출력 선택 (0:자동, 1:수동) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17PAUSE",%KX49,"BOOL",,"PID 일시정지 (0: STOP/RUN 1:PAUSE) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17REV",%KX81,"BOOL",,"PID 동작 선택(0:정, 1:역) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17AW2D",%KX113,"BOOL",,"PID Anti Wind-up2 금지 (0:동작, 1:금지) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17REM_RUN",%KX145,"BOOL",,"PID 리모트(HMI) 실행 비트 (0:STOP, 1:RUN) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17P_on_PV",%KX177,"BOOL",,"PID 비례(P) 계산 소스 선택 (0:ERR, 1:PV) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17D_on_ERR",%KX209,"BOOL",,"PID 미분(D) 계산 소스 선택 (0:PV, 1:ERR) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17AT_EN",%KX241,"BOOL",,"PID 오토튜닝 설정 (0:Disable, 1:Enable) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17MV_BMPL",%KX273,"BOOL",,"PID 모드 전환(A/M)시 MV 평활 설정 (0:Disable, 1:Enable) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17SV",%KW568,"INT",,"PID 목표값 (SV) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17T_s",%KW569,"WORD",,"PID 연산 주기 (T_s)[0.1msec] - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17K_p",%KD285,"REAL",,"PID P - 상수 (K_p) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17T_i",%KD286,"REAL",,"PID I  - 상수 (T_i)[sec] - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17T_d",%KD287,"REAL",,"PID D - 상수 (T_d)[sec] - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17d_PV_max",%KW576,"WORD",,"PID PV 변화량 제한 - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17d_MV_max",%KW577,"WORD",,"PID MV 변화량 제한 - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17MV_max",%KW578,"INT",,"PID MV 최대값 제한 - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17MV_min",%KW579,"INT",,"PID MV 최소값 제한 - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17MV_man",%KW580,"INT",,"PID 수동 출력 (MV_man) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17STATE",%KW581,"WORD",,"PID State - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17ALARM0",%KX9296,"BOOL",,"PID Alarm 0 (1:T_s 설정이 작음) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17ALARM1",%KX9297,"BOOL",,"PID Alarm 1 (1:K_p 가 0 임) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17ALARM2",%KX9298,"BOOL",,"PID Alarm 2 (1:PV 변화량 제한됨) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17ALARM3",%KX9299,"BOOL",,"PID Alarm 3 (1:MV 변화량 제한됨) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17ALARM4",%KX9300,"BOOL",,"PID Alarm 4 (1:MV 최대값 제한됨) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17ALARM5",%KX9301,"BOOL",,"PID Alarm 5 (1:MV 최소값 제한됨) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17ALARM6",%KX9302,"BOOL",,"PID Alarm 6 (1:AT 비정상 취소 상태) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17ALARM7",%KX9303,"BOOL",,"PID Alarm 7 - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17STATE0",%KX9304,"BOOL",,"PID State 0 (0:PID_STOP, 1:PID_RUN) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17STATE1",%KX9305,"BOOL",,"PID State 1 (0:AT_STOP, 1:AT_RUN) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17STATE2",%KX9306,"BOOL",,"PID State 2 (0:AT_UNDONE, 1:DONE) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17STATE3",%KX9307,"BOOL",,"PID State 3 (0:REM_STOP, 1:REM_RUN) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17STATE4",%KX9308,"BOOL",,"PID State 4 (0:AUTO_OUT, 1:MAN_OUT) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17STATE5",%KX9309,"BOOL",,"PID State 5 (0:CAS_STOP, 1:CAS_RUN) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17STATE6",%KX9310,"BOOL",,"PID State 6 (0:SLV/SINGLE, 1:CAS_MST) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17STATE7",%KX9311,"BOOL",,"PID State 7 (0:AW_STOP, 1:AW_ACT) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17PV",%KW582,"INT",,"PID 현재값 (PV) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17PV_old",%KW583,"INT",,"PID 이전값 (PV_old) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17MV",%KW584,"INT",,"PID 출력값 (MV) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17MV_BMPL_val",%KW585,"INT",,"PID 비충격 동작 메모리 (사용자 설정 금지) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17ERR",%KD293,"DINT",,"PID 제어 에러값 - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17MV_p",%KD294,"REAL",,"PID 출력값 P 성분 - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17MV_i",%KD295,"REAL",,"PID 출력값 I 성분 - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17MV_d",%KD296,"REAL",,"PID 출력값 D 성분 - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17DB_W",%KW594,"WORD",,"PID 데드밴드 설정 (안정화 후 동작) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17Td_lag",%KW595,"WORD",,"PID 미분 함수 LAG 필터 - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17AT_HYS_val",%KW596,"WORD",,"PID 오토튜닝 히스테리시스 설정 - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17AT_SV",%KW597,"INT",,"PID 오토튜닝 시 SV 설정 - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17AT_step",%KW598,"WORD",,"PID 오토튜닝 상태 표시 (사용자 설정 금지) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_17INT_MEM",%KW599,"WORD",,"PID 내부 메모리 (사용자 설정 금지) - 블록0 루프17"
Tag,Flag\PID\0_17,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_17,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_17,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_17,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_17,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_17,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_17,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_17,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_17,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\PID\0_18,"_PID0_18MAN",%KX18,"BOOL",,"PID 출력 선택 (0:자동, 1:수동) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18PAUSE",%KX50,"BOOL",,"PID 일시정지 (0: STOP/RUN 1:PAUSE) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18REV",%KX82,"BOOL",,"PID 동작 선택(0:정, 1:역) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18AW2D",%KX114,"BOOL",,"PID Anti Wind-up2 금지 (0:동작, 1:금지) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18REM_RUN",%KX146,"BOOL",,"PID 리모트(HMI) 실행 비트 (0:STOP, 1:RUN) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18P_on_PV",%KX178,"BOOL",,"PID 비례(P) 계산 소스 선택 (0:ERR, 1:PV) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18D_on_ERR",%KX210,"BOOL",,"PID 미분(D) 계산 소스 선택 (0:PV, 1:ERR) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18AT_EN",%KX242,"BOOL",,"PID 오토튜닝 설정 (0:Disable, 1:Enable) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18MV_BMPL",%KX274,"BOOL",,"PID 모드 전환(A/M)시 MV 평활 설정 (0:Disable, 1:Enable) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18SV",%KW600,"INT",,"PID 목표값 (SV) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18T_s",%KW601,"WORD",,"PID 연산 주기 (T_s)[0.1msec] - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18K_p",%KD301,"REAL",,"PID P - 상수 (K_p) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18T_i",%KD302,"REAL",,"PID I  - 상수 (T_i)[sec] - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18T_d",%KD303,"REAL",,"PID D - 상수 (T_d)[sec] - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18d_PV_max",%KW608,"WORD",,"PID PV 변화량 제한 - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18d_MV_max",%KW609,"WORD",,"PID MV 변화량 제한 - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18MV_max",%KW610,"INT",,"PID MV 최대값 제한 - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18MV_min",%KW611,"INT",,"PID MV 최소값 제한 - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18MV_man",%KW612,"INT",,"PID 수동 출력 (MV_man) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18STATE",%KW613,"WORD",,"PID State - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18ALARM0",%KX9808,"BOOL",,"PID Alarm 0 (1:T_s 설정이 작음) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18ALARM1",%KX9809,"BOOL",,"PID Alarm 1 (1:K_p 가 0 임) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18ALARM2",%KX9810,"BOOL",,"PID Alarm 2 (1:PV 변화량 제한됨) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18ALARM3",%KX9811,"BOOL",,"PID Alarm 3 (1:MV 변화량 제한됨) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18ALARM4",%KX9812,"BOOL",,"PID Alarm 4 (1:MV 최대값 제한됨) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18ALARM5",%KX9813,"BOOL",,"PID Alarm 5 (1:MV 최소값 제한됨) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18ALARM6",%KX9814,"BOOL",,"PID Alarm 6 (1:AT 비정상 취소 상태) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18ALARM7",%KX9815,"BOOL",,"PID Alarm 7 - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18STATE0",%KX9816,"BOOL",,"PID State 0 (0:PID_STOP, 1:PID_RUN) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18STATE1",%KX9817,"BOOL",,"PID State 1 (0:AT_STOP, 1:AT_RUN) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18STATE2",%KX9818,"BOOL",,"PID State 2 (0:AT_UNDONE, 1:DONE) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18STATE3",%KX9819,"BOOL",,"PID State 3 (0:REM_STOP, 1:REM_RUN) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18STATE4",%KX9820,"BOOL",,"PID State 4 (0:AUTO_OUT, 1:MAN_OUT) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18STATE5",%KX9821,"BOOL",,"PID State 5 (0:CAS_STOP, 1:CAS_RUN) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18STATE6",%KX9822,"BOOL",,"PID State 6 (0:SLV/SINGLE, 1:CAS_MST) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18STATE7",%KX9823,"BOOL",,"PID State 7 (0:AW_STOP, 1:AW_ACT) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18PV",%KW614,"INT",,"PID 현재값 (PV) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18PV_old",%KW615,"INT",,"PID 이전값 (PV_old) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18MV",%KW616,"INT",,"PID 출력값 (MV) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18MV_BMPL_val",%KW617,"INT",,"PID 비충격 동작 메모리 (사용자 설정 금지) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18ERR",%KD309,"DINT",,"PID 제어 에러값 - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18MV_p",%KD310,"REAL",,"PID 출력값 P 성분 - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18MV_i",%KD311,"REAL",,"PID 출력값 I 성분 - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18MV_d",%KD312,"REAL",,"PID 출력값 D 성분 - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18DB_W",%KW626,"WORD",,"PID 데드밴드 설정 (안정화 후 동작) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18Td_lag",%KW627,"WORD",,"PID 미분 함수 LAG 필터 - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18AT_HYS_val",%KW628,"WORD",,"PID 오토튜닝 히스테리시스 설정 - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18AT_SV",%KW629,"INT",,"PID 오토튜닝 시 SV 설정 - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18AT_step",%KW630,"WORD",,"PID 오토튜닝 상태 표시 (사용자 설정 금지) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_18INT_MEM",%KW631,"WORD",,"PID 내부 메모리 (사용자 설정 금지) - 블록0 루프18"
Tag,Flag\PID\0_18,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_18,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_18,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_18,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_18,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_18,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_18,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_18,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_18,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\PID\0_19,"_PID0_19MAN",%KX19,"BOOL",,"PID 출력 선택 (0:자동, 1:수동) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19PAUSE",%KX51,"BOOL",,"PID 일시정지 (0: STOP/RUN 1:PAUSE) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19REV",%KX83,"BOOL",,"PID 동작 선택(0:정, 1:역) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19AW2D",%KX115,"BOOL",,"PID Anti Wind-up2 금지 (0:동작, 1:금지) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19REM_RUN",%KX147,"BOOL",,"PID 리모트(HMI) 실행 비트 (0:STOP, 1:RUN) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19P_on_PV",%KX179,"BOOL",,"PID 비례(P) 계산 소스 선택 (0:ERR, 1:PV) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19D_on_ERR",%KX211,"BOOL",,"PID 미분(D) 계산 소스 선택 (0:PV, 1:ERR) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19AT_EN",%KX243,"BOOL",,"PID 오토튜닝 설정 (0:Disable, 1:Enable) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19MV_BMPL",%KX275,"BOOL",,"PID 모드 전환(A/M)시 MV 평활 설정 (0:Disable, 1:Enable) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19SV",%KW632,"INT",,"PID 목표값 (SV) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19T_s",%KW633,"WORD",,"PID 연산 주기 (T_s)[0.1msec] - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19K_p",%KD317,"REAL",,"PID P - 상수 (K_p) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19T_i",%KD318,"REAL",,"PID I  - 상수 (T_i)[sec] - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19T_d",%KD319,"REAL",,"PID D - 상수 (T_d)[sec] - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19d_PV_max",%KW640,"WORD",,"PID PV 변화량 제한 - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19d_MV_max",%KW641,"WORD",,"PID MV 변화량 제한 - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19MV_max",%KW642,"INT",,"PID MV 최대값 제한 - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19MV_min",%KW643,"INT",,"PID MV 최소값 제한 - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19MV_man",%KW644,"INT",,"PID 수동 출력 (MV_man) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19STATE",%KW645,"WORD",,"PID State - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19ALARM0",%KX10320,"BOOL",,"PID Alarm 0 (1:T_s 설정이 작음) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19ALARM1",%KX10321,"BOOL",,"PID Alarm 1 (1:K_p 가 0 임) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19ALARM2",%KX10322,"BOOL",,"PID Alarm 2 (1:PV 변화량 제한됨) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19ALARM3",%KX10323,"BOOL",,"PID Alarm 3 (1:MV 변화량 제한됨) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19ALARM4",%KX10324,"BOOL",,"PID Alarm 4 (1:MV 최대값 제한됨) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19ALARM5",%KX10325,"BOOL",,"PID Alarm 5 (1:MV 최소값 제한됨) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19ALARM6",%KX10326,"BOOL",,"PID Alarm 6 (1:AT 비정상 취소 상태) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19ALARM7",%KX10327,"BOOL",,"PID Alarm 7 - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19STATE0",%KX10328,"BOOL",,"PID State 0 (0:PID_STOP, 1:PID_RUN) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19STATE1",%KX10329,"BOOL",,"PID State 1 (0:AT_STOP, 1:AT_RUN) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19STATE2",%KX10330,"BOOL",,"PID State 2 (0:AT_UNDONE, 1:DONE) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19STATE3",%KX10331,"BOOL",,"PID State 3 (0:REM_STOP, 1:REM_RUN) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19STATE4",%KX10332,"BOOL",,"PID State 4 (0:AUTO_OUT, 1:MAN_OUT) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19STATE5",%KX10333,"BOOL",,"PID State 5 (0:CAS_STOP, 1:CAS_RUN) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19STATE6",%KX10334,"BOOL",,"PID State 6 (0:SLV/SINGLE, 1:CAS_MST) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19STATE7",%KX10335,"BOOL",,"PID State 7 (0:AW_STOP, 1:AW_ACT) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19PV",%KW646,"INT",,"PID 현재값 (PV) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19PV_old",%KW647,"INT",,"PID 이전값 (PV_old) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19MV",%KW648,"INT",,"PID 출력값 (MV) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19MV_BMPL_val",%KW649,"INT",,"PID 비충격 동작 메모리 (사용자 설정 금지) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19ERR",%KD325,"DINT",,"PID 제어 에러값 - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19MV_p",%KD326,"REAL",,"PID 출력값 P 성분 - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19MV_i",%KD327,"REAL",,"PID 출력값 I 성분 - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19MV_d",%KD328,"REAL",,"PID 출력값 D 성분 - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19DB_W",%KW658,"WORD",,"PID 데드밴드 설정 (안정화 후 동작) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19Td_lag",%KW659,"WORD",,"PID 미분 함수 LAG 필터 - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19AT_HYS_val",%KW660,"WORD",,"PID 오토튜닝 히스테리시스 설정 - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19AT_SV",%KW661,"INT",,"PID 오토튜닝 시 SV 설정 - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19AT_step",%KW662,"WORD",,"PID 오토튜닝 상태 표시 (사용자 설정 금지) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_19INT_MEM",%KW663,"WORD",,"PID 내부 메모리 (사용자 설정 금지) - 블록0 루프19"
Tag,Flag\PID\0_19,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_19,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_19,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_19,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_19,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_19,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_19,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_19,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Tag,Flag\PID\0_19,"_PID0_MAN",%KD0,"DWORD",,"PID 출력 선택 (0:자동, 1:수동) - 블록0"
Type,Scope,Variable,Address,DataType,Property,Comment
Tag,Flag\PID\0_20,"_PID0_20MAN",%KX20,"BOOL",,"PID 출력 선택 (0:자동, 1:수동) - 블록0 루프20"
Tag,Flag\PID\0_20,"_PID0_20PAUSE",%KX52,"BOOL",,"PID 일시정지 (0: STOP/RUN 1:PAUSE) - 블록0 루프20"
Tag,Flag\PID\0_20,"_PID0_20REV",%KX84,"BOOL",,"PID 동작 선택(0:정, 1:역) - 블록0 루프20"
Tag,Flag\PID\0_20,"_PID0_20AW2D",%KX116,"BOOL",,"PID Anti Wind-up2 금지 (0:동작, 1:금지) - 블록0 루프20"
Tag,Flag\PID\0_20,"_PID0_20REM_RUN",%KX148,"BOOL",,"PID 리모트(HMI) 실행 비트 (0:STOP, 1:RUN) - 블록0 루프20"
Tag,Flag\PID\0_20,"_PID0_20P_on_PV",%KX180,"BOOL",,"PID 비례(P) 계산 소스 선택 (0:ERR, 1:PV) - 블록0 루프20"
Tag,Flag\PID\0_20,"_PID0_20D_on_ERR",%KX212,"BOOL",,"PID 미분(D) 계산 소스 선택 (0:PV, 1:ERR) - 블록0 루프20"
Tag,Flag\PID\0_20,"_PID0_20AT_EN",%KX244,"BOOL",,"PID 오토튜닝 설정 (0:Disable, 1:Enable) - 블록0 루프20"
Tag,Flag\PID\0_20,"_PID0_20MV_BMPL",%KX276,"BOOL",,"PID 모드 전환(A/M)시 MV 평활 설정 (0:Disable, 1:Enable) - 블록0 루프20"
Tag,Flag\PID\0_20,"_PID0_20SV",%KW664,"INT",,"PID 목표값 (SV) - 블록0 루프20"
